asin,brand_name,description,feature,name,price,stock,category,rating
B005AGO4LU,,"Tackle your workout like a champion in the updated Nike Womens Flex Supreme TR 4 training shoe. Flex technology built into the shoe allows your foot to move naturally, ensuring your stay flexibly and comfortable. An adaptive midfoot strap offers supreme midfoot support, giving you a locked-down fit and feel. Hexagonal flex grooves enhance mobility, while the rubber outriggers increase lateral stability and overall support during wear.","Textile,Rubber sole,Shaft measures approximately 2.5"" from arch,Flywire in the mesh uppers provides forefoot lockdown,Comfort collar provides ideal heel fit,Flex outsoles offer enhanced flexibility and traction,Phylon carrier for stable yet flexible platform,Soft foam core for lightweight comfort,Product Dimensions:
                    
5 x 5 x 0.7 inches,Shipping Weight:
                    
12 ounces (View shipping rates and policies)",NIKE Women's Flex Supreme TR 4 Cross Trainer,127.45,100,Amazon fasion,4.430894308943089
B0092UF54A,,"Tackle your workout like a champion in the updated Nike Womens Flex Supreme TR 4 training shoe. Flex technology built into the shoe allows your foot to move naturally, ensuring your stay flexibly and comfortable. An adaptive midfoot strap offers supreme midfoot support, giving you a locked-down fit and feel. Hexagonal flex grooves enhance mobility, while the rubber outriggers increase lateral stability and overall support during wear.","Textile,Rubber sole,Shaft measures approximately 2.5"" from arch,Flywire in the mesh uppers provides forefoot lockdown,Comfort collar provides ideal heel fit,Flex outsoles offer enhanced flexibility and traction,Phylon carrier for stable yet flexible platform,Soft foam core for lightweight comfort,Product Dimensions:
                    
5 x 5 x 0.7 inches,Shipping Weight:
                    
12 ounces (View shipping rates and policies)",NIKE Women's Flex Supreme TR 4 Cross Trainer,127.45,100,Amazon fasion,4.429347826086956
B009MA34NY,,"Tackle your workout like a champion in the updated Nike Womens Flex Supreme TR 4 training shoe. Flex technology built into the shoe allows your foot to move naturally, ensuring your stay flexibly and comfortable. An adaptive midfoot strap offers supreme midfoot support, giving you a locked-down fit and feel. Hexagonal flex grooves enhance mobility, while the rubber outriggers increase lateral stability and overall support during wear.","Textile,Rubber sole,Shaft measures approximately 2.5"" from arch,Flywire in the mesh uppers provides forefoot lockdown,Comfort collar provides ideal heel fit,Flex outsoles offer enhanced flexibility and traction,Phylon carrier for stable yet flexible platform,Soft foam core for lightweight comfort,Product Dimensions:
                    
5 x 5 x 0.7 inches,Shipping Weight:
                    
12 ounces (View shipping rates and policies)",NIKE Women's Flex Supreme TR 4 Cross Trainer,127.45,100,Amazon fasion,4.427792915531335
B00GKF5BAS,Forum Novelties,"Pay tribute to Christmas past in our throwback holiday sweater, designed for laughs and merriment. Great for Christmas parties, white elephant and secret Santa exchanges. Forum novelties has been a leader in the Halloween industry, as well as the joke, trick, magic, and novelty gift item business for more than 30 years. We carry over 8,000 items, including a variety of costume choices for every age, ranging from baby costumes to adult and plus-sizes. Look to forum novelties for all of your Halloween, luau, Christmas, mardi gras, and St. Patrick's day supplies. From funny to frightening, forum has it all!","100% Polyester Knit,Imported,Hand Wash,Long-sleeve sweater featuring whimsical Christmas design that lights up,Ribbed trim,Product Dimensions:
                    
14 x 20 x 3 inches,Shipping Weight:
                    
13 ounces (View shipping rates and policies)",Forum Novelties Light-Up Ugly Christmas Sweater,77.19500000000002,100,Amazon fasion,4.0
B00I0VHS10,,"Adapted from our best-selling 22"" Power Flex Capris, our new Cationic Heather Power Flex Capris meet at the intersection of style and comfort. Constructed out of moisture-wicking four-way stretch fabric with the same shape-enhancing gentle compression, youll stay cool and dry from warm-up to cool down. With heathered fabric, interlocking seaming, gusset crotch, and a hidden pocket we guarantee these high quality capris will become a favorite in no time! For care, we suggest washing cool with like colors and laying flat to dry.  Please note: Heather Orange is a neon color - it is very bright in person.  Ways to style: wear to the gym with a basic tank for a fashion forward daily workout - great for yoga, pilates, runners, and walkers alike. Running errands? Throw on sneakers and a hoodie and you're good to go!","88% Polyester/12% Spandex,Pull On closure,Adapted from our best selling Power Flex body, this heather cationic yoga capri is sure to become a favorite in no time,Features: hidden waistband pocket perfect for hair ties or key, all over interlock seaming, gusset crotch for worry-free stretching, mid rise waist that stays put while you stretch and bend, small reflective logo at center back,Approximate Specs: Inseam = 22 inches, Rise = 10 inches, Waistband Width = 3.5 inches,For care, we suggest to wash cool with like colors and lay flat to dry - do not heat dry,This is a high quality 90 Degree by Reflex item - If you are not satisfied with your purchase, you may submit a return request for refund using our 30-day return policy,Shipping Information:
                    
View shipping rates and policies",90 Degree By Reflex Power Flex Yoga Capri – Cationic Heather Activewear Pants,31.99,100,Amazon fasion,4.5
B00MLYE8PQ,Senchanting,"Features:  Popular and classic knitted baggy beanies for multiple seasons  Beanie is not tight, it will slouch and large enough to cover your ears  Will keep you warm, great for outdoors, skiing, snowboarding or everyday wear  The fashion baggy hat suitable for girls, women, ladies.  - Ideal gift for your family, lover and friend  - One size, elastic, it fit most people  Specifications:  Style: Fashion & Casual  Gender: Women/girl/lady/female  Material: Knitted wool  Whether you're looking to be noticed, or just want to feel good about yourself, these shimmering slouchy beanie will keep you ultra stylish and warm.","100% Guarantee with high quality;Material:knitted wool;One size fits most;Package Includes:1xhat&1xSenchanting tag,Very comfortable to touch and wear,Easy to match and suitable for any style of clothes,a great accessory for your winter or fall clothing.,Keeps you warm and looking good in the cold weather,Great for any snow sport such as skiing, snowboarding.,You can return this item for any reason and get a full refund: no shipping charges. The item must be returned in new and unused condition.,Read the full returns policy,Go to Your Orders to start the return,Print the return shipping label,Ship it!,Shipping Information:
                    
View shipping rates and policies",Senchanting Women Winter Warm Ski Knitted Crochet Baggy Skullies Cap Beret Hat,7.99,100,Amazon fasion,4.0
B00ND9047Y,Epoint,"Brand Name: EpointMaterial: 100% MicrofiberSizes: 36 - 56.5 (S - 5XL), please refer the size chart in the picture listSet Including: VestHeadquartered in Sydney, Australia, FashionOn is a multichannel online retailer and wholesaler with huge range that has a strong focus on fashionable men's and women's accessories, including ties, bow ties, cufflinks, ascot, vest sets, hankies, suspenders, cummerbunds, money clips, necklaces and bracelets.  FashionOn has a philosophy of continuous service improvement, which is supported by a consistent program of seeking new designs to be grouped into our brand group, which includes FashionOn, Y&G, Brian Boss, Epoint, Wise, Dan Smith. This is designed to lay a platform for future growth. We work closely with manufacturers to bring you a variety of unique choices, at prices that fit every budget. New accessories are added monthly and the designs available are constantly updated. With around 15000 designs in stock, our products have adorned thousands of grooms at wedding, and are best gift for birthday, Christmas and all events.  This patterned jacquard waistcoat is cut with a five button front which gives a classic tailored fit to the body. The back of the waistcoat is adjustable which allows the waist to be let in or out. Two decorative front pockets (not real) are designed for more details focus.  Our Vest range has been designed to coordinate with our accessories range and manufactured to the highest standards so you can be assured of exceptional quality and value.  Material: ***** (5.0) Quality:***** (5.0) Style:***** (5.0) Package:***** (5.0) Overall: ***** (5.0)  Please check all items from Men's Fashion. If you would like to purchase certain quantity of this item without enough stock showing, please contact us.","100% Microfiber,Our Vest range has been designed to coordinate with our accessories range and manufactured to the highest standards so you can be assured of exceptional quality and value.,This patterned jacquard waistcoat is cut with a five button front which gives a classic tailored fit to the body. The back of the waistcoat is adjustable which allows the waist to be let in or out. V-Neck. Two fake pocket , before you use the pockets, the pocket is closed by some stitches, and please Cut Stitches.,7 optional size available, up to 5XL. Please refer to our size suggestion picture carefully (Not the Amazon Size Chart).,Our formal vest is made of fine microfiber, giving off a nice shiny look. This is the perfect buy for a wedding, prom, or that special black tie event you were looking forward to attending. With our array of colors, you can choose the one that suits you! Unique style, this men's suit dress vest waistcoat can match with dress shirt ,business dress suit, blazer, jacket, make you look great and handsome.,To see all Epoint products, and get ideas of your own, please click our brand name "" Epoint"". Epoint, that's just the right fit for your needs. If you would like to purchase certain quantity of this item without enough stock showing, please contact us.,Shipping Information:
                    
View shipping rates and policies",Epoint EGC1B01-03 Multi Mens Paisley Waistcoat Woven Microfiber S-5XL Vest,25.085,100,Amazon fasion,5.0
B010RRWKT4,,"Tackle your workout like a champion in the updated Nike Womens Flex Supreme TR 4 training shoe. Flex technology built into the shoe allows your foot to move naturally, ensuring your stay flexibly and comfortable. An adaptive midfoot strap offers supreme midfoot support, giving you a locked-down fit and feel. Hexagonal flex grooves enhance mobility, while the rubber outriggers increase lateral stability and overall support during wear.","Textile,Rubber sole,Shaft measures approximately 2.5"" from arch,Flywire in the mesh uppers provides forefoot lockdown,Comfort collar provides ideal heel fit,Flex outsoles offer enhanced flexibility and traction,Phylon carrier for stable yet flexible platform,Soft foam core for lightweight comfort,Product Dimensions:
                    
5 x 5 x 0.7 inches,Shipping Weight:
                    
12 ounces (View shipping rates and policies)",NIKE Women's Flex Supreme TR 4 Cross Trainer,122.45,100,Amazon fasion,4.441489361702128
B014IBJKNO,,"Tackle your workout like a champion in the updated Nike Womens Flex Supreme TR 4 training shoe. Flex technology built into the shoe allows your foot to move naturally, ensuring your stay flexibly and comfortable. An adaptive midfoot strap offers supreme midfoot support, giving you a locked-down fit and feel. Hexagonal flex grooves enhance mobility, while the rubber outriggers increase lateral stability and overall support during wear.","Textile,Rubber sole,Shaft measures approximately 2.5"" from arch,Flywire in the mesh uppers provides forefoot lockdown,Comfort collar provides ideal heel fit,Flex outsoles offer enhanced flexibility and traction,Phylon carrier for stable yet flexible platform,Soft foam core for lightweight comfort,Product Dimensions:
                    
5 x 5 x 0.7 inches,Shipping Weight:
                    
12 ounces (View shipping rates and policies)",NIKE Women's Flex Supreme TR 4 Cross Trainer,122.45,100,Amazon fasion,4.4188790560471976
B0000530HU,Aqua Velva,"INDICATIONS: Aqua Velva Cooling After Shave Experience the cool, fresh feeling of Ice Blue, the classic American fragrance. INGREDIENTS: SD Alcohol 40, Water, Glycerin, Fragrance, Menthol, Benzophenone-1, FD&C Blue 1, Ext D&C Violet 2.",,"Aqua Velva After Shave, Classic Ice Blue, 7 Ounce",0.0,100,All Beauty,4.0
B00006L9LC,Citre Shine,"<P><STRONG>Restores Moisture to Dehydrated Hair</STRONG></P> <P>End your battle with dry, damaged or chemically treated hair. Special plant derived citrus extracts infuse each hair strand with nourishing hydration, while vitamins and essential minerals help soothe and protect the hair shaft.&nbsp;Leaves hair feeling restored, rejuvenated and radiant with shine.</P> <P>Each Citre Shine product is infused with a burst of shine enhancing citrus extracts, vitamins and essential minerals to ensure healthy looking hair with lasting vibrancy.</P>",,Citre Shine Moisture Burst Shampoo - 16 fl oz,23.0,100,All Beauty,4.770833333333333
B00021DJ32,NARS,"A richly pigmented, micronized powder formula that delivers sheer buildable color in a wide range of shades and effects. This superfine powder blends evenly with each application.",,"NARS Blush, Taj Mahal",34.5,100,All Beauty,4.666666666666667
B0002JHI1I,Avalon,"Avalon Organics Wrinkle Therapy Cleansing Milk, 8.5 Fluid Ounce. Wrinkle Therapy with CoQ10 &amp; Rosehip, for lines and wrinkles. This Cleansing Milk contains soap-free, botanical cleansers that gently lift away grime without drying or stripping skin.As skin ages and its cellular metabolism slows, collagen and elastin production gradually deteriorates causing wrinkles and sagging. This slowed metabolism is due in part to a decline in the skin's natural levels of Co-Enzyme Q10 and other energy sources. Studies show that supplementing the skin's natural CoQ10 production can help reverse and prevent these visible signs of aging. Wrinkle Therapy features a carefully selected blend of powerful natural wrinkle fighters. CoQ10 will boost skin energy levels to encourage regrowth of collagen and elastin; Rosehip Oil, high in potent antioxidants, provides intense free radical defense and promotes healthy skin rejuvenation; Hyaluronic Acid helps skin attract and retain moisture, resulting in a dewy, resilient and smoother surface texture. When skin is re-energized and its natural defenses are reinforced, it becomes firmer and more elastic, the appearance of lines and wrinkles fade and its overall complexion appears more youthful and healthy. Avalon Organics is grounded in the knowledge that all beauty begins within the Earth. Guided by the wisdom of nature, each product is thoughtfully crafted for optimal effectiveness while meeting a strict organic standard. Formulas contain carefully selected botanicals that are nurtured by the elements then tenderly harvested to nourish the body from the outside in. Deep rooted beauty is at the heart of the Avalon Organics Guiding Principles  ensuring that every product reflects a deep reverence for the planet and all it provides and contributes in its own small way to a holistic lifestyle of health, wellness and sustainability.</></>",,"Avalon Organics Wrinkle Therapy CoQ10 Cleansing Milk, 8.50 oz",8.27,100,All Beauty,5.0
B0006O10P4,ZUM,"We bring you this all-natural, luxury Zum bar featuring Anise Lavender, hand-crafted by leading maker Indigo Wild.<br><br>The sweet, calming licorice-like aroma of anise is combined with the soothing cleansing properties of lavender. Anise is said to melt away general soreness; lavender provides gentle but effective pore-cleansing for both body and face.<br><br>Weight: 3 oz.<br><br>Indigo Wild is famous for its Zum Bar, a goat milk based soap. Indigo Wild chooses goat milk because it is naturally homogenized and has naturally occurring triglycerides (good fats). This results in the soap pH being nearly identical to our own skin and therefore less harsh than most commercial soaps.<br><br>Indigo Wild is focused on producing and distributing high quality, handmade, all natural goods. All natural raw materials make up each product. The essential oils used to add scent to Indigo Wild products contain such a high percentage of oils that they are considered to be therapeutic. Any products that require a preservative use natural solutions such as Vitamin E and rosemary. Indigo Wild products include over a hundred natural materials from as far away as Africa.",,"ZUM Zum Bar Anise Lavender, 3 Ounce",7.76,100,All Beauty,4.666666666666667
B0009RF9DW,Yardley,<P><STRONG>With exfoliating grapefruit extract</STRONG></P><UL><LI>This ultra-emollient cream seals in moisture as it gently smoothes even the roughest hands and feet with grapefruit extract for added exfoliation.</LI></UL><P>Not tested on animals.<BR>Made in U.S.A.</P><P><STRONG>Questions?</STRONG>&nbsp; Visit yardleylondon.com.</P>,,Yardley By Yardley Of London Unisexs Lay It On Thick Hand &amp; Foot Cream 5.3 Oz,0.0,100,All Beauty,4.960732984293194
B000FI4S1E,Fruits & Passion,Fruits &amp; Passion SOLSTIS Refreshing Shower Gel - (6.7 oz) ** This invigorating and toning shower gel is like taking a dip in the ocean. It contains Vitamin E to protect your skin from free radicals. ** DISCONTINUED by Manufacturer / Not Available in Stores,,Fruits &amp; Passion Blue Refreshing Shower Gel - 6.7 fl. oz.,0.0,100,All Beauty,4.960835509138382
B000FTYALG,Aqua Velva,"After Shave for a Soothing Experience With Aqua Velva Classic Ice Blue Cooling After Shave, experience the coolness and freshness of icy blue. Containing the classic American fragrance, this after shave lotion is a favored product for men on the go. It keeps you fragrant all day long and comes in a classic, shatter proof bottle. This after shave lotion also firms and tones masculine skin. So, get ready to impress with this after shave. Aqua Velva gives you a fresh feel and the fragrance makes you cool and confident to begin a new day. Aqua Velva, known as America's first after shave, has been helping soothe, cool and refresh a man's skin since 1917. Handed down through generations, Aqua Velva is part of the longstanding ritual of a father teaching his son about the ritual of shaving. You Won't Find: Harsh chemicals and artificial fragrances Made in the USA Get Started: Apply a little on the shaved areas of the face and rub in mildly.",,"Aqua Velva After Shave, Classic Ice Blue, 3.5 Ounce",0.0,100,All Beauty,4.0
B000GLRREU,Waterpik,"Premium dental water jet with dramatically improved design, large selection of accessories. Dentists' choice. Clinically proven. Covered lid tip storage. 6 tips included: 2 Classic Jet Tip, Plaque Seeker Tip, Orthodontic Tip, Pik Pocket Tip and Toothbrush Tip.</></>The Waterpik Water Flosser is the easy and more effective way to floss. And it's perfect for anyone with braces, implants, crowns, bridges, or periodontal pockets. Water flossing for about a minute a day comfortably removes up to 99.9% of plaque from treated areas as it gently massages the gums to improve overall oral health. Waterpik Water Flossers are the only brand clinically proven to be up to 50% more effective than traditional dental floss and up to 80% more effective than Sonicare Air Floss for improving gum health.</>Whether you prefer gentle water pressure or deep cleansing, the Ultra Water Flosser's 10 adjustable water-pressure settings give you optimal control. Select a personalized setting between 10 to 90 PSI with 1,400 pulses per minute to keep your gums healthy. The Ultra Water Flosser cleans deep between teeth and below the gumline, while massaging and stimulating the gums. Clinical studies show that when used regularly, the Ultra Water Flosser gives you healthier gums in just 14 days.</>The Ultra Water Flosser's improved design features a high-volume, covered reservoir with an in-lid tip storage compartment. It is also smaller and quieter than previous models. And its ergonomic handle design is comfortable to hold and offers a convenient pause button.</>Since 1962, Water Pik, Inc. has been a leader in developing and manufacturing innovative personal and oral health care products. Over the years, Water Pik has acquired more than 500 patents, maintaining a steadfast commitment to developing innovative products that enable people to treat themselves better. Waterpik brand products are recognized for their award-winning design and technology.</>With the number-one recommended Water Flosser, Waterpik is one of the most trusted oral-health brands of dental professionals throughout the world. The company is committed to developing products that not only enhance the health and well-being of customers, but also conserve water and energy.</><img src=""https://images-na.ssl-images-amazon.com/images/G/01/hpc/detail-page/c26-B000GLRREU-upto-999p.jpg"" width=""160"" height=""155"" border=""0"" alt=""Remove plaque"" /><br /> <b>Effective Plaque Removal</b><br /><small>Proven in laboratory tests to remove up to 99.9% of plaque from treated areas in 3 seconds.</small></><img src=""https://images-na.ssl-images-amazon.com/images/G/01/hpc/detail-page/c26-B000GLRREU-upto-50p.jpg"" width=""160"" height=""155"" border=""0"" alt=""Improve gum health"" /><br /> <b>Improved Gum Health</b><br /><small>Clinically proven up to 50% more effective than dental floss for improving gum health.</small></><img src=""https://images-na.ssl-images-amazon.com/images/G/01/hpc/detail-page/c26-B000GLRREU-upto-3X.jpg"" width=""160"" height=""155"" border=""0"" alt=""Clean braces more effectively"" /><br /> <b>Superior Cleaning Around Braces</b><br /><small>Clinically proven up to 3X as effective as dental floss for cleaning around braces with the orthodontic tip.</small></><img src=""https://images-na.ssl-images-amazon.com/images/G/01/hpc/detail-page/c26-B000GLRREU-14day.jpg"" width=""160"" height=""155"" border=""0"" alt=""14 days for healthier gums, guaranteed"" /><br /> <b>Healthier Gums Guaranteed</b><br /><small>If you aren't satisfied that your gums are healthier after using the Waterpik Water Flosser for 14 days, feel free to return it to us for a full refund.</small></></></>",,Waterpik Ultra Water Flosser,0.0,100,All Beauty,4.6
B000LIBUBY,Fresh,<li>A brilliant effervescent fragrance for young women</li><li>Sweet</li><li> fresh & sensual</li><li>Top notes of Italian lemon & mandarin</li><li>Heart notes of lychee flower</li><li> orange blossom</li><li> ginger flower</li><li>Base notes oak moss</li><li> caramel</li><li> white santal</li>,,"Fresh Eau de Parfum, Sugar Lemon, 3.4 oz",99.25,100,All Beauty,3.4
B000NKJIXM,Crest,"For protection against plaque and gingivitis, use Crest pro-health multi-protection rinse.",,"Crest Pro-health Multi-Protection Rinse, Cool Wintergreen, 33.8 Fluid Ounce",0.0,100,All Beauty,3.642857142857143
